runoff_obs,basin_cfs_pred,year,month,day,precip
13.4,2.8,1970,1,21.5416666667,6.8
13.4,2.8,1970,1,21.5833333333,6.8
13.3,2.8,1970,1,21.625,6.8
13.2,2.8,1970,1,21.6666666667,6.8
13.2,2.7,1970,1,21.7083333333,6.8
13.2,2.7,1970,1,21.75,6.8
13.1,2.7,1970,1,21.7916666667,6.8
13.1,2.7,1970,1,21.8333333333,6.8
13.1,2.7,1970,1,21.875,6.8
13.1,2.7,1970,1,21.9166666667,6.8
13.1,2.7,1970,1,21.9583333333,6.8
13.1,2.7,1970,1,22.0,6.8
12.7,2.7,1970,1,22.0416666667,6.8
12.7,2.6,1970,1,22.0833333333,6.8
12.6,2.6,1970,1,22.125,6.8
12.6,2.6,1970,1,22.1666666667,6.8
12.5,2.6,1970,1,22.2083333333,6.8
12.5,2.6,1970,1,22.25,6.8
12.4,2.6,1970,1,22.2916666667,6.8
12.4,2.6,1970,1,22.3333333333,6.8
12.3,2.6,1970,1,22.375,6.8
12.3,2.6,1970,1,22.4166666667,6.8
12.3,2.5,1970,1,22.4583333333,6.8
12.3,2.5,1970,1,22.5,6.8
12.3,2.5,1970,1,22.5416666667,6.8
12.3,2.5,1970,1,22.5833333333,6.8
12.3,2.5,1970,1,22.625,6.8
12.3,2.5,1970,1,22.6666666667,6.8
12.3,2.5,1970,1,22.7083333333,6.8
12.3,2.5,1970,1,22.75,6.8
12.3,2.5,1970,1,22.7916666667,6.8
12.3,2.5,1970,1,22.8333333333,6.8
12.3,2.4,1970,1,22.875,6.8
12.3,2.4,1970,1,22.9166666667,6.8
12.3,2.4,1970,1,22.9583333333,6.8
12.3,2.4,1970,1,23.0,6.8
12.2,2.4,1970,1,23.0416666667,6.8
12.1,2.4,1970,1,23.0833333333,6.8
11.9,2.4,1970,1,23.125,6.8
12,2.4,1970,1,23.1666666667,6.8
12.1,2.4,1970,1,23.2083333333,6.8
12.2,2.4,1970,1,23.25,6.8
12.2,2.3,1970,1,23.2916666667,6.8
12.3,2.3,1970,1,23.3333333333,6.8
12.4,2.3,1970,1,23.375,6.8
12.4,2.3,1970,1,23.4166666667,6.8
12.5,2.3,1970,1,23.4583333333,7.2
12.6,2.3,1970,1,23.5,7.2
12.6,2.3,1970,1,23.5416666667,7.2
12.7,2.3,1970,1,23.5833333333,7.2
13.2,2.3,1970,1,23.625,7.2
